C,H,O,N,em,DBE
44,87,2,0,{647.6711556213: 'C44'},1.0
44,87,3,0,{663.6660702413001: 'C44'},1.0
44,87,4,0,{679.6609848613001: 'C44'},1.0
44,88,0,1,{630.6922254175001: 'C44'},1.0
44,88,1,1,{646.6871400375002: 'C44'},1.0
44,88,2,1,{662.6820546575001: 'C44'},1.0
44,88,3,1,{678.6769692775001: 'C44'},1.0
44,88,4,1,{694.6718838975002: 'C44'},1.0
44,89,0,0,{617.6969764457001: 'C44'},0.0
44,89,1,0,{633.6918910657001: 'C44'},0.0
44,89,2,0,{649.6868056857: 'C44'},0.0
44,89,3,0,{665.6817203057001: 'C44'},0.0
44,89,4,0,{681.6766349257001: 'C44'},0.0
44,90,0,1,{632.7078754819001: 'C44'},0.0
44,90,1,1,{648.7027901019002: 'C44'},0.0
44,90,2,1,{664.6977047219001: 'C44'},0.0
44,90,3,1,{680.6926193419001: 'C44'},0.0
44,90,4,1,{696.6875339619002: 'C44'},0.0
45,53,0,0,{593.4152752865001: 'C45'},19.0
45,53,1,0,{609.4101899065001: 'C45'},19.0
45,53,2,0,{625.4051045265: 'C45'},19.0
45,53,3,0,{641.4000191465001: 'C45'},19.0
45,53,4,0,{657.3949337665001: 'C45'},19.0
45,54,0,1,{608.4261743227: 'C45'},19.0
45,54,1,1,{624.4210889427001: 'C45'},19.0
45,54,2,1,{640.4160035627: 'C45'},19.0
45,54,3,1,{656.4109181827: 'C45'},19.0
45,54,4,1,{672.4058328027: 'C45'},19.0
45,55,0,0,{595.4309253509001: 'C45'},18.0
45,55,1,0,{611.4258399709001: 'C45'},18.0
45,55,2,0,{627.4207545909001: 'C45'},18.0
45,55,3,0,{643.4156692109001: 'C45'},18.0
45,55,4,0,{659.4105838309001: 'C45'},18.0
45,56,0,1,{610.4418243871: 'C45'},18.0
45,56,1,1,{626.4367390071001: 'C45'},18.0
45,56,2,1,{642.4316536271: 'C45'},18.0
45,56,3,1,{658.4265682471: 'C45'},18.0
45,56,4,1,{674.4214828671: 'C45'},18.0
45,57,0,0,{597.4465754153: 'C45'},17.0
45,57,1,0,{613.4414900353: 'C45'},17.0
45,57,2,0,{629.4364046553: 'C45'},17.0
45,57,3,0,{645.4313192753: 'C45'},17.0
45,57,4,0,{661.4262338953: 'C45'},17.0
45,58,0,1,{612.4574744515: 'C45'},17.0
45,58,1,1,{628.4523890715001: 'C45'},17.0
45,58,2,1,{644.4473036915: 'C45'},17.0
45,58,3,1,{660.4422183115: 'C45'},17.0
45,58,4,1,{676.4371329315001: 'C45'},17.0
45,59,0,0,{599.4622254797: 'C45'},16.0
45,59,1,0,{615.4571400997: 'C45'},16.0
45,59,2,0,{631.4520547197: 'C45'},16.0
45,59,3,0,{647.4469693397: 'C45'},16.0
45,59,4,0,{663.4418839597: 'C45'},16.0
45,60,0,1,{614.4731245159: 'C45'},16.0
45,60,1,1,{630.4680391359001: 'C45'},16.0
45,60,2,1,{646.4629537559: 'C45'},16.0
45,60,3,1,{662.4578683759: 'C45'},16.0
45,60,4,1,{678.4527829959001: 'C45'},16.0
45,61,0,0,{601.4778755441: 'C45'},15.0
45,61,1,0,{617.4727901641: 'C45'},15.0
45,61,2,0,{633.4677047841: 'C45'},15.0
45,61,3,0,{649.4626194041: 'C45'},15.0
45,61,4,0,{665.4575340241: 'C45'},15.0
45,62,0,1,{616.4887745803001: 'C45'},15.0
45,62,1,1,{632.4836892003001: 'C45'},15.0
45,62,2,1,{648.4786038203: 'C45'},15.0
45,62,3,1,{664.4735184403: 'C45'},15.0
45,62,4,1,{680.4684330603001: 'C45'},15.0
45,63,0,0,{603.4935256085: 'C45'},14.0
45,63,1,0,{619.4884402285: 'C45'},14.0
45,63,2,0,{635.4833548485: 'C45'},14.0
45,63,3,0,{651.4782694685: 'C45'},14.0
45,63,4,0,{667.4731840885: 'C45'},14.0
45,64,0,1,{618.5044246447001: 'C45'},14.0
45,64,1,1,{634.4993392647001: 'C45'},14.0
45,64,2,1,{650.4942538847: 'C45'},14.0
45,64,3,1,{666.4891685047: 'C45'},14.0
45,64,4,1,{682.4840831247001: 'C45'},14.0
45,65,0,0,{605.5091756729: 'C45'},13.0
45,65,1,0,{621.5040902929001: 'C45'},13.0
45,65,2,0,{637.4990049129: 'C45'},13.0
45,65,3,0,{653.4939195329: 'C45'},13.0
45,65,4,0,{669.4888341529: 'C45'},13.0
45,66,0,1,{620.5200747091001: 'C45'},13.0
45,66,1,1,{636.5149893291001: 'C45'},13.0
45,66,2,1,{652.5099039491: 'C45'},13.0
45,66,3,1,{668.5048185691: 'C45'},13.0
45,66,4,1,{684.4997331891001: 'C45'},13.0
45,67,0,0,{607.5248257373: 'C45'},12.0
45,67,1,0,{623.5197403573001: 'C45'},12.0
45,67,2,0,{639.5146549773: 'C45'},12.0
45,67,3,0,{655.5095695973: 'C45'},12.0
45,67,4,0,{671.5044842173: 'C45'},12.0
45,68,0,1,{622.5357247735001: 'C45'},12.0
45,68,1,1,{638.5306393935001: 'C45'},12.0
45,68,2,1,{654.5255540135: 'C45'},12.0
45,68,3,1,{670.5204686335001: 'C45'},12.0
45,68,4,1,{686.5153832535001: 'C45'},12.0
45,69,0,0,{609.5404758017: 'C45'},11.0
45,69,1,0,{625.5353904217001: 'C45'},11.0
45,69,2,0,{641.5303050417: 'C45'},11.0
45,69,3,0,{657.5252196617: 'C45'},11.0
45,69,4,0,{673.5201342817: 'C45'},11.0
45,70,0,1,{624.5513748379001: 'C45'},11.0
45,70,1,1,{640.5462894579001: 'C45'},11.0
45,70,2,1,{656.5412040779: 'C45'},11.0
45,70,3,1,{672.5361186979001: 'C45'},11.0
45,70,4,1,{688.5310333179001: 'C45'},11.0
45,71,0,0,{611.5561258661: 'C45'},10.0
45,71,1,0,{627.5510404861001: 'C45'},10.0
45,71,2,0,{643.5459551061: 'C45'},10.0
45,71,3,0,{659.5408697261: 'C45'},10.0
45,71,4,0,{675.5357843461001: 'C45'},10.0
45,72,0,1,{626.5670249023001: 'C45'},10.0
45,72,1,1,{642.5619395223001: 'C45'},10.0
45,72,2,1,{658.5568541423: 'C45'},10.0
45,72,3,1,{674.5517687623001: 'C45'},10.0
45,72,4,1,{690.5466833823001: 'C45'},10.0
45,73,0,0,{613.5717759305: 'C45'},9.0
45,73,1,0,{629.5666905505001: 'C45'},9.0
45,73,2,0,{645.5616051705: 'C45'},9.0
45,73,3,0,{661.5565197905: 'C45'},9.0
45,73,4,0,{677.5514344105001: 'C45'},9.0
45,74,0,1,{628.5826749667001: 'C45'},9.0
45,74,1,1,{644.5775895867001: 'C45'},9.0
45,74,2,1,{660.5725042067: 'C45'},9.0
45,74,3,1,{676.5674188267001: 'C45'},9.0
45,74,4,1,{692.5623334467001: 'C45'},9.0
45,75,0,0,{615.5874259949001: 'C45'},8.0
45,75,1,0,{631.5823406149001: 'C45'},8.0
45,75,2,0,{647.5772552349: 'C45'},8.0
45,75,3,0,{663.5721698549: 'C45'},8.0
45,75,4,0,{679.5670844749001: 'C45'},8.0
45,76,0,1,{630.5983250311001: 'C45'},8.0
45,76,1,1,{646.5932396511001: 'C45'},8.0
45,76,2,1,{662.5881542711: 'C45'},8.0
45,76,3,1,{678.5830688911001: 'C45'},8.0
45,76,4,1,{694.5779835111001: 'C45'},8.0
45,77,0,0,{617.6030760593001: 'C45'},7.0
45,77,1,0,{633.5979906793001: 'C45'},7.0
45,77,2,0,{649.5929052993: 'C45'},7.0
45,77,3,0,{665.5878199193: 'C45'},7.0
45,77,4,0,{681.5827345393001: 'C45'},7.0
45,78,0,1,{632.6139750955001: 'C45'},7.0
45,78,1,1,{648.6088897155001: 'C45'},7.0
45,78,2,1,{664.6038043355001: 'C45'},7.0
45,78,3,1,{680.5987189555001: 'C45'},7.0
45,78,4,1,{696.5936335755001: 'C45'},7.0
45,79,0,0,{619.6187261237001: 'C45'},6.0
45,79,1,0,{635.6136407437001: 'C45'},6.0
45,79,2,0,{651.6085553637: 'C45'},6.0
45,79,3,0,{667.6034699837: 'C45'},6.0
45,79,4,0,{683.5983846037001: 'C45'},6.0
45,80,0,1,{634.6296251599001: 'C45'},6.0
45,80,1,1,{650.6245397799001: 'C45'},6.0
45,80,2,1,{666.6194543999001: 'C45'},6.0
45,80,3,1,{682.6143690199001: 'C45'},6.0
45,80,4,1,{698.6092836399001: 'C45'},6.0
45,81,0,0,{621.6343761881001: 'C45'},5.0
45,81,1,0,{637.6292908081001: 'C45'},5.0
45,81,2,0,{653.6242054281: 'C45'},5.0
45,81,3,0,{669.6191200481001: 'C45'},5.0
45,81,4,0,{685.6140346681001: 'C45'},5.0
45,82,0,1,{636.6452752243001: 'C45'},5.0
45,82,1,1,{652.6401898443002: 'C45'},5.0
45,82,2,1,{668.6351044643001: 'C45'},5.0
45,82,3,1,{684.6300190843001: 'C45'},5.0
45,82,4,1,{700.6249337043001: 'C45'},5.0
45,83,0,0,{623.6500262525001: 'C45'},4.0
45,83,1,0,{639.6449408725001: 'C45'},4.0
45,83,2,0,{655.6398554925: 'C45'},4.0
45,83,3,0,{671.6347701125001: 'C45'},4.0
45,83,4,0,{687.6296847325001: 'C45'},4.0
45,84,0,1,{638.6609252887001: 'C45'},4.0
45,84,1,1,{654.6558399087002: 'C45'},4.0
45,84,2,1,{670.6507545287001: 'C45'},4.0
45,84,3,1,{686.6456691487001: 'C45'},4.0
45,84,4,1,{702.6405837687001: 'C45'},4.0
45,85,0,0,{625.6656763169001: 'C45'},3.0
45,85,1,0,{641.6605909369001: 'C45'},3.0
45,85,2,0,{657.6555055569: 'C45'},3.0
45,85,3,0,{673.6504201769001: 'C45'},3.0
45,85,4,0,{689.6453347969001: 'C45'},3.0
45,86,0,1,{640.6765753531001: 'C45'},3.0
45,86,1,1,{656.6714899731002: 'C45'},3.0
45,86,2,1,{672.6664045931001: 'C45'},3.0
45,86,3,1,{688.6613192131001: 'C45'},3.0
45,86,4,1,{704.6562338331001: 'C45'},3.0
45,87,0,0,{627.6813263813001: 'C45'},2.0
45,87,1,0,{643.6762410013001: 'C45'},2.0
45,87,2,0,{659.6711556213: 'C45'},2.0
45,87,3,0,{675.6660702413001: 'C45'},2.0
45,87,4,0,{691.6609848613001: 'C45'},2.0
45,88,0,1,{642.6922254175001: 'C45'},2.0
45,88,1,1,{658.6871400375002: 'C45'},2.0
45,88,2,1,{674.6820546575001: 'C45'},2.0
45,88,3,1,{690.6769692775001: 'C45'},2.0
45,88,4,1,{706.6718838975002: 'C45'},2.0
45,89,0,0,{629.6969764457001: 'C45'},1.0
45,89,1,0,{645.6918910657001: 'C45'},1.0
45,89,2,0,{661.6868056857: 'C45'},1.0
45,89,3,0,{677.6817203057001: 'C45'},1.0
45,89,4,0,{693.6766349257001: 'C45'},1.0
45,90,0,1,{644.7078754819001: 'C45'},1.0
45,90,1,1,{660.7027901019002: 'C45'},1.0
45,90,2,1,{676.6977047219001: 'C45'},1.0
45,90,3,1,{692.6926193419001: 'C45'},1.0
45,90,4,1,{708.6875339619002: 'C45'},1.0
45,91,0,0,{631.7126265101: 'C45'},0.0
45,91,1,0,{647.7075411301: 'C45'},0.0
45,91,2,0,{663.7024557501: 'C45'},0.0
45,91,3,0,{679.6973703701: 'C45'},0.0
45,91,4,0,{695.6922849901: 'C45'},0.0
45,92,0,1,{646.7235255463002: 'C45'},0.0
45,92,1,1,{662.7184401663002: 'C45'},0.0
45,92,2,1,{678.7133547863001: 'C45'},0.0
45,92,3,1,{694.7082694063001: 'C45'},0.0
45,92,4,1,{710.7031840263002: 'C45'},0.0
46,55,0,0,{607.4309253509001: 'C46'},19.0
46,55,1,0,{623.4258399709001: 'C46'},19.0
46,55,2,0,{639.4207545909001: 'C46'},19.0
46,55,3,0,{655.4156692109001: 'C46'},19.0
46,55,4,0,{671.4105838309001: 'C46'},19.0
46,56,0,1,{622.4418243871: 'C46'},19.0
46,56,1,1,{638.4367390071001: 'C46'},19.0
46,56,2,1,{654.4316536271: 'C46'},19.0
46,56,3,1,{670.4265682471: 'C46'},19.0
46,56,4,1,{686.4214828671: 'C46'},19.0
46,57,0,0,{609.4465754153: 'C46'},18.0
46,57,1,0,{625.4414900353: 'C46'},18.0
46,57,2,0,{641.4364046553: 'C46'},18.0
46,57,3,0,{657.4313192753: 'C46'},18.0
46,57,4,0,{673.4262338953: 'C46'},18.0
46,58,0,1,{624.4574744515: 'C46'},18.0
46,58,1,1,{640.4523890715001: 'C46'},18.0
46,58,2,1,{656.4473036915: 'C46'},18.0
46,58,3,1,{672.4422183115: 'C46'},18.0
46,58,4,1,{688.4371329315001: 'C46'},18.0
46,59,0,0,{611.4622254797: 'C46'},17.0
46,59,1,0,{627.4571400997: 'C46'},17.0
46,59,2,0,{643.4520547197: 'C46'},17.0
46,59,3,0,{659.4469693397: 'C46'},17.0
46,59,4,0,{675.4418839597: 'C46'},17.0
46,60,0,1,{626.4731245159: 'C46'},17.0
46,60,1,1,{642.4680391359001: 'C46'},17.0
46,60,2,1,{658.4629537559: 'C46'},17.0
46,60,3,1,{674.4578683759: 'C46'},17.0
46,60,4,1,{690.4527829959001: 'C46'},17.0
46,61,0,0,{613.4778755441: 'C46'},16.0
46,61,1,0,{629.4727901641: 'C46'},16.0
46,61,2,0,{645.4677047841: 'C46'},16.0
46,61,3,0,{661.4626194041: 'C46'},16.0
46,61,4,0,{677.4575340241: 'C46'},16.0
46,62,0,1,{628.4887745803001: 'C46'},16.0
46,62,1,1,{644.4836892003001: 'C46'},16.0
46,62,2,1,{660.4786038203: 'C46'},16.0
46,62,3,1,{676.4735184403: 'C46'},16.0
46,62,4,1,{692.4684330603001: 'C46'},16.0
46,63,0,0,{615.4935256085: 'C46'},15.0
46,63,1,0,{631.4884402285: 'C46'},15.0
46,63,2,0,{647.4833548485: 'C46'},15.0
46,63,3,0,{663.4782694685: 'C46'},15.0
46,63,4,0,{679.4731840885: 'C46'},15.0
46,64,0,1,{630.5044246447001: 'C46'},15.0
46,64,1,1,{646.4993392647001: 'C46'},15.0
46,64,2,1,{662.4942538847: 'C46'},15.0
46,64,3,1,{678.4891685047: 'C46'},15.0
46,64,4,1,{694.4840831247001: 'C46'},15.0
46,65,0,0,{617.5091756729: 'C46'},14.0
46,65,1,0,{633.5040902929001: 'C46'},14.0
46,65,2,0,{649.4990049129: 'C46'},14.0
46,65,3,0,{665.4939195329: 'C46'},14.0
46,65,4,0,{681.4888341529: 'C46'},14.0
46,66,0,1,{632.5200747091001: 'C46'},14.0
46,66,1,1,{648.5149893291001: 'C46'},14.0
46,66,2,1,{664.5099039491: 'C46'},14.0
46,66,3,1,{680.5048185691: 'C46'},14.0
46,66,4,1,{696.4997331891001: 'C46'},14.0
46,67,0,0,{619.5248257373: 'C46'},13.0
46,67,1,0,{635.5197403573001: 'C46'},13.0
46,67,2,0,{651.5146549773: 'C46'},13.0
46,67,3,0,{667.5095695973: 'C46'},13.0
46,67,4,0,{683.5044842173: 'C46'},13.0
46,68,0,1,{634.5357247735001: 'C46'},13.0
46,68,1,1,{650.5306393935001: 'C46'},13.0
46,68,2,1,{666.5255540135: 'C46'},13.0
46,68,3,1,{682.5204686335001: 'C46'},13.0
46,68,4,1,{698.5153832535001: 'C46'},13.0
46,69,0,0,{621.5404758017: 'C46'},12.0
46,69,1,0,{637.5353904217001: 'C46'},12.0
46,69,2,0,{653.5303050417: 'C46'},12.0
46,69,3,0,{669.5252196617: 'C46'},12.0
46,69,4,0,{685.5201342817: 'C46'},12.0
46,70,0,1,{636.5513748379001: 'C46'},12.0
46,70,1,1,{652.5462894579001: 'C46'},12.0
46,70,2,1,{668.5412040779: 'C46'},12.0
46,70,3,1,{684.5361186979001: 'C46'},12.0
46,70,4,1,{700.5310333179001: 'C46'},12.0
46,71,0,0,{623.5561258661: 'C46'},11.0
46,71,1,0,{639.5510404861001: 'C46'},11.0
46,71,2,0,{655.5459551061: 'C46'},11.0
46,71,3,0,{671.5408697261: 'C46'},11.0
46,71,4,0,{687.5357843461001: 'C46'},11.0
46,72,0,1,{638.5670249023001: 'C46'},11.0
46,72,1,1,{654.5619395223001: 'C46'},11.0
46,72,2,1,{670.5568541423: 'C46'},11.0
46,72,3,1,{686.5517687623001: 'C46'},11.0
46,72,4,1,{702.5466833823001: 'C46'},11.0
46,73,0,0,{625.5717759305: 'C46'},10.0
46,73,1,0,{641.5666905505001: 'C46'},10.0
46,73,2,0,{657.5616051705: 'C46'},10.0
46,73,3,0,{673.5565197905: 'C46'},10.0
46,73,4,0,{689.5514344105001: 'C46'},10.0
46,74,0,1,{640.5826749667001: 'C46'},10.0
46,74,1,1,{656.5775895867001: 'C46'},10.0
46,74,2,1,{672.5725042067: 'C46'},10.0
46,74,3,1,{688.5674188267001: 'C46'},10.0
46,74,4,1,{704.5623334467001: 'C46'},10.0
46,75,0,0,{627.5874259949001: 'C46'},9.0
46,75,1,0,{643.5823406149001: 'C46'},9.0
46,75,2,0,{659.5772552349: 'C46'},9.0
46,75,3,0,{675.5721698549: 'C46'},9.0
46,75,4,0,{691.5670844749001: 'C46'},9.0
46,76,0,1,{642.5983250311001: 'C46'},9.0
46,76,1,1,{658.5932396511001: 'C46'},9.0
46,76,2,1,{674.5881542711: 'C46'},9.0
46,76,3,1,{690.5830688911001: 'C46'},9.0
46,76,4,1,{706.5779835111001: 'C46'},9.0
46,77,0,0,{629.6030760593001: 'C46'},8.0
46,77,1,0,{645.5979906793001: 'C46'},8.0
46,77,2,0,{661.5929052993: 'C46'},8.0
46,77,3,0,{677.5878199193: 'C46'},8.0
46,77,4,0,{693.5827345393001: 'C46'},8.0
46,78,0,1,{644.6139750955001: 'C46'},8.0
46,78,1,1,{660.6088897155001: 'C46'},8.0
46,78,2,1,{676.6038043355001: 'C46'},8.0
46,78,3,1,{692.5987189555001: 'C46'},8.0
46,78,4,1,{708.5936335755001: 'C46'},8.0
46,79,0,0,{631.6187261237001: 'C46'},7.0
46,79,1,0,{647.6136407437001: 'C46'},7.0
46,79,2,0,{663.6085553637: 'C46'},7.0
46,79,3,0,{679.6034699837: 'C46'},7.0
46,79,4,0,{695.5983846037001: 'C46'},7.0
46,80,0,1,{646.6296251599001: 'C46'},7.0
46,80,1,1,{662.6245397799001: 'C46'},7.0
46,80,2,1,{678.6194543999001: 'C46'},7.0
46,80,3,1,{694.6143690199001: 'C46'},7.0
46,80,4,1,{710.6092836399001: 'C46'},7.0
46,81,0,0,{633.6343761881001: 'C46'},6.0
46,81,1,0,{649.6292908081001: 'C46'},6.0
46,81,2,0,{665.6242054281: 'C46'},6.0
46,81,3,0,{681.6191200481001: 'C46'},6.0
46,81,4,0,{697.6140346681001: 'C46'},6.0
46,82,0,1,{648.6452752243001: 'C46'},6.0
46,82,1,1,{664.6401898443002: 'C46'},6.0
46,82,2,1,{680.6351044643001: 'C46'},6.0
46,82,3,1,{696.6300190843001: 'C46'},6.0
46,82,4,1,{712.6249337043001: 'C46'},6.0
46,83,0,0,{635.6500262525001: 'C46'},5.0
46,83,1,0,{651.6449408725001: 'C46'},5.0
46,83,2,0,{667.6398554925: 'C46'},5.0
46,83,3,0,{683.6347701125001: 'C46'},5.0
46,83,4,0,{699.6296847325001: 'C46'},5.0
46,84,0,1,{650.6609252887001: 'C46'},5.0
46,84,1,1,{666.6558399087002: 'C46'},5.0
46,84,2,1,{682.6507545287001: 'C46'},5.0
46,84,3,1,{698.6456691487001: 'C46'},5.0
46,84,4,1,{714.6405837687001: 'C46'},5.0
46,85,0,0,{637.6656763169001: 'C46'},4.0
46,85,1,0,{653.6605909369001: 'C46'},4.0
46,85,2,0,{669.6555055569: 'C46'},4.0
46,85,3,0,{685.6504201769001: 'C46'},4.0
46,85,4,0,{701.6453347969001: 'C46'},4.0
46,86,0,1,{652.6765753531001: 'C46'},4.0
46,86,1,1,{668.6714899731002: 'C46'},4.0
46,86,2,1,{684.6664045931001: 'C46'},4.0
46,86,3,1,{700.6613192131001: 'C46'},4.0
46,86,4,1,{716.6562338331001: 'C46'},4.0
46,87,0,0,{639.6813263813001: 'C46'},3.0
46,87,1,0,{655.6762410013001: 'C46'},3.0
46,87,2,0,{671.6711556213: 'C46'},3.0
46,87,3,0,{687.6660702413001: 'C46'},3.0
46,87,4,0,{703.6609848613001: 'C46'},3.0
46,88,0,1,{654.6922254175001: 'C46'},3.0
46,88,1,1,{670.6871400375002: 'C46'},3.0
46,88,2,1,{686.6820546575001: 'C46'},3.0
46,88,3,1,{702.6769692775001: 'C46'},3.0
46,88,4,1,{718.6718838975002: 'C46'},3.0
46,89,0,0,{641.6969764457001: 'C46'},2.0
46,89,1,0,{657.6918910657001: 'C46'},2.0
46,89,2,0,{673.6868056857: 'C46'},2.0
46,89,3,0,{689.6817203057001: 'C46'},2.0
46,89,4,0,{705.6766349257001: 'C46'},2.0
46,90,0,1,{656.7078754819001: 'C46'},2.0
46,90,1,1,{672.7027901019002: 'C46'},2.0
46,90,2,1,{688.6977047219001: 'C46'},2.0
46,90,3,1,{704.6926193419001: 'C46'},2.0
46,90,4,1,{720.6875339619002: 'C46'},2.0
46,91,0,0,{643.7126265101: 'C46'},1.0
46,91,1,0,{659.7075411301: 'C46'},1.0
46,91,2,0,{675.7024557501: 'C46'},1.0
46,91,3,0,{691.6973703701: 'C46'},1.0
46,91,4,0,{707.6922849901: 'C46'},1.0
46,92,0,1,{658.7235255463002: 'C46'},1.0
46,92,1,1,{674.7184401663002: 'C46'},1.0
46,92,2,1,{690.7133547863001: 'C46'},1.0
46,92,3,1,{706.7082694063001: 'C46'},1.0
46,92,4,1,{722.7031840263002: 'C46'},1.0
46,93,0,0,{645.7282765745: 'C46'},0.0
46,93,1,0,{661.7231911945: 'C46'},0.0
46,93,2,0,{677.7181058145: 'C46'},0.0
46,93,3,0,{693.7130204345: 'C46'},0.0
46,93,4,0,{709.7079350545: 'C46'},0.0
46,94,0,1,{660.7391756107: 'C46'},0.0
46,94,1,1,{676.7340902307001: 'C46'},0.0
46,94,2,1,{692.7290048507: 'C46'},0.0
46,94,3,1,{708.7239194707: 'C46'},0.0
46,94,4,1,{724.7188340907: 'C46'},0.0
47,57,0,0,{621.4465754153: 'C47'},19.0
47,57,1,0,{637.4414900353: 'C47'},19.0
47,57,2,0,{653.4364046553: 'C47'},19.0
47,57,3,0,{669.4313192753: 'C47'},19.0
47,57,4,0,{685.4262338953: 'C47'},19.0
47,58,0,1,{636.4574744515: 'C47'},19.0
47,58,1,1,{652.4523890715001: 'C47'},19.0
47,58,2,1,{668.4473036915: 'C47'},19.0
47,58,3,1,{684.4422183115: 'C47'},19.0
47,58,4,1,{700.4371329315001: 'C47'},19.0
47,59,0,0,{623.4622254797: 'C47'},18.0
47,59,1,0,{639.4571400997: 'C47'},18.0
47,59,2,0,{655.4520547197: 'C47'},18.0
47,59,3,0,{671.4469693397: 'C47'},18.0
47,59,4,0,{687.4418839597: 'C47'},18.0
47,60,0,1,{638.4731245159: 'C47'},18.0
47,60,1,1,{654.4680391359001: 'C47'},18.0
47,60,2,1,{670.4629537559: 'C47'},18.0
47,60,3,1,{686.4578683759: 'C47'},18.0
47,60,4,1,{702.4527829959001: 'C47'},18.0
47,61,0,0,{625.4778755441: 'C47'},17.0
47,61,1,0,{641.4727901641: 'C47'},17.0
47,61,2,0,{657.4677047841: 'C47'},17.0
47,61,3,0,{673.4626194041: 'C47'},17.0
47,61,4,0,{689.4575340241: 'C47'},17.0
47,62,0,1,{640.4887745803001: 'C47'},17.0
47,62,1,1,{656.4836892003001: 'C47'},17.0
47,62,2,1,{672.4786038203: 'C47'},17.0
47,62,3,1,{688.4735184403: 'C47'},17.0
47,62,4,1,{704.4684330603001: 'C47'},17.0
47,63,0,0,{627.4935256085: 'C47'},16.0
47,63,1,0,{643.4884402285: 'C47'},16.0
47,63,2,0,{659.4833548485: 'C47'},16.0
47,63,3,0,{675.4782694685: 'C47'},16.0
47,63,4,0,{691.4731840885: 'C47'},16.0
47,64,0,1,{642.5044246447001: 'C47'},16.0
47,64,1,1,{658.4993392647001: 'C47'},16.0
47,64,2,1,{674.4942538847: 'C47'},16.0
47,64,3,1,{690.4891685047: 'C47'},16.0
47,64,4,1,{706.4840831247001: 'C47'},16.0
47,65,0,0,{629.5091756729: 'C47'},15.0
47,65,1,0,{645.5040902929001: 'C47'},15.0
47,65,2,0,{661.4990049129: 'C47'},15.0
47,65,3,0,{677.4939195329: 'C47'},15.0
47,65,4,0,{693.4888341529: 'C47'},15.0
47,66,0,1,{644.5200747091001: 'C47'},15.0
47,66,1,1,{660.5149893291001: 'C47'},15.0
47,66,2,1,{676.5099039491: 'C47'},15.0
47,66,3,1,{692.5048185691: 'C47'},15.0
47,66,4,1,{708.4997331891001: 'C47'},15.0
47,67,0,0,{631.5248257373: 'C47'},14.0
47,67,1,0,{647.5197403573001: 'C47'},14.0
47,67,2,0,{663.5146549773: 'C47'},14.0
47,67,3,0,{679.5095695973: 'C47'},14.0
47,67,4,0,{695.5044842173: 'C47'},14.0
47,68,0,1,{646.5357247735001: 'C47'},14.0
47,68,1,1,{662.5306393935001: 'C47'},14.0
47,68,2,1,{678.5255540135: 'C47'},14.0
47,68,3,1,{694.5204686335001: 'C47'},14.0
47,68,4,1,{710.5153832535001: 'C47'},14.0
47,69,0,0,{633.5404758017: 'C47'},13.0
47,69,1,0,{649.5353904217001: 'C47'},13.0
47,69,2,0,{665.5303050417: 'C47'},13.0
47,69,3,0,{681.5252196617: 'C47'},13.0
47,69,4,0,{697.5201342817: 'C47'},13.0
47,70,0,1,{648.5513748379001: 'C47'},13.0
47,70,1,1,{664.5462894579001: 'C47'},13.0
47,70,2,1,{680.5412040779: 'C47'},13.0
47,70,3,1,{696.5361186979001: 'C47'},13.0
47,70,4,1,{712.5310333179001: 'C47'},13.0
47,71,0,0,{635.5561258661: 'C47'},12.0
47,71,1,0,{651.5510404861001: 'C47'},12.0
47,71,2,0,{667.5459551061: 'C47'},12.0
47,71,3,0,{683.5408697261: 'C47'},12.0
47,71,4,0,{699.5357843461001: 'C47'},12.0
47,72,0,1,{650.5670249023001: 'C47'},12.0
47,72,1,1,{666.5619395223001: 'C47'},12.0
47,72,2,1,{682.5568541423: 'C47'},12.0
47,72,3,1,{698.5517687623001: 'C47'},12.0
47,72,4,1,{714.5466833823001: 'C47'},12.0
47,73,0,0,{637.5717759305: 'C47'},11.0
47,73,1,0,{653.5666905505001: 'C47'},11.0
47,73,2,0,{669.5616051705: 'C47'},11.0
47,73,3,0,{685.5565197905: 'C47'},11.0
47,73,4,0,{701.5514344105001: 'C47'},11.0
47,74,0,1,{652.5826749667001: 'C47'},11.0
47,74,1,1,{668.5775895867001: 'C47'},11.0
47,74,2,1,{684.5725042067: 'C47'},11.0
47,74,3,1,{700.5674188267001: 'C47'},11.0
47,74,4,1,{716.5623334467001: 'C47'},11.0
47,75,0,0,{639.5874259949001: 'C47'},10.0
47,75,1,0,{655.5823406149001: 'C47'},10.0
47,75,2,0,{671.5772552349: 'C47'},10.0
47,75,3,0,{687.5721698549: 'C47'},10.0
47,75,4,0,{703.5670844749001: 'C47'},10.0
47,76,0,1,{654.5983250311001: 'C47'},10.0
47,76,1,1,{670.5932396511001: 'C47'},10.0
47,76,2,1,{686.5881542711: 'C47'},10.0
47,76,3,1,{702.5830688911001: 'C47'},10.0
47,76,4,1,{718.5779835111001: 'C47'},10.0
47,77,0,0,{641.6030760593001: 'C47'},9.0
47,77,1,0,{657.5979906793001: 'C47'},9.0
47,77,2,0,{673.5929052993: 'C47'},9.0
47,77,3,0,{689.5878199193: 'C47'},9.0
47,77,4,0,{705.5827345393001: 'C47'},9.0
47,78,0,1,{656.6139750955001: 'C47'},9.0
47,78,1,1,{672.6088897155001: 'C47'},9.0
47,78,2,1,{688.6038043355001: 'C47'},9.0
